codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
50547;PRIOF;REGULAR;AVIAO;BOEING COMPANY;727-214;B722;JATO;TRIMOTOR;88360;88360;5;1979;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
50546;PTREY;TAXI AEREO;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;6;1980;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;TAXI AEREO;NENHUM;0
50545;PUESK;EXPERIMENTAL;ULTRALEVE;AEROBRAVO LTDA;SKYRANGER;ULAC;PISTAO;MONOMOTOR;472;472;2;2008;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;EXPERIMENTAL;NENHUM;0
60974;PRCRF;Sem Categoria;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;2010;BRASIL;BRASIL;AVIAO;TAXI AEREO;ALBERTO ALCOLUMBRE;MONTE DOURADO;DECOLAGEM;TAXI AEREO;SUBSTANCIAL;0
50543;PRMEO;TAXI AEREO;HELICOPTERO;EUROCOPTER DEUTSCHLAND;EC 135P2+;EC35;TURBOEIXO;BIMOTOR;2910;2910;7;2006;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;TAXI AEREO;NENHUM;0
50542;HBJMN;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A340-313X;A343;Nao Informado;QUADRIMOTOR;0;0;0;1997;SUICA;SUICA;AVIAO;Nao Informado;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;Nao Informado;NENHUM;0
50535;PROAF;REGULAR;AVIAO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107;1992;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;REGULAR;NENHUM;0
50534;PPEOX;ADMINISTRACAO DIRETA;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1999;BRASIL;BRASIL;HELICOPTERO;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;CHEQUE DE MOTOR OU ROTOR;POLICIAL;LEVE;0
50533;PRSEO;TAXI AEREO;HELICOPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6800;6800;14;2009;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;TAXI AEREO;LEVE;0
50532;PUATP;EXPERIMENTAL;ULTRALEVE;AUGUSTO LUIZ CAMPOS BARROSO;VIRUS SW;ULAC;PISTAO;MONOMOTOR;472;472;2;2012;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;NENHUM;0
50531;PTHVB;TAXI AEREO;HELICOPTERO;EUROCOPTER DEUTSCHLAND;BO-105S;B105;TURBOEIXO;BIMOTOR;2500;2500;6;1988;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TAXI AEREO;LEVE;0
50517;PTZRV;EXPERIMENTAL;AVIAO;EDUARDO LEITO BRUNIALTI;RV-10;ZZZZ;PISTAO;MONOMOTOR;1224;1224;4;2010;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;EXPERIMENTAL;NENHUM;0
50516;PRAYN;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 LR;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;REGULAR;NENHUM;0
60956;PPSIX;Sem Categoria;AVIAO;CESSNA AIRCRAFT;R182;C82R;PISTAO;MONOMOTOR;1406;1406;4;1983;BRASIL;BRASIL;AVIAO;PARTICULAR;COMANDANTE MUNIR DJABAK;ASSOCIACAO RECREATIVA FAZENDA BONANZA;CORRIDA APOS POUSO;PRIVADA;SUBSTANCIAL;0
60955;PPZVK;EXPERIMENTAL;AVIAO;FABRICACAO PROPRIA;MODELO DESCONHECIDO;ZZZZ;PISTAO;MONOMOTOR;0;0;1;0;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;TATUI;TATUI;APROXIMACAO FINAL;EXPERIMENTAL;SUBSTANCIAL;0
50511;PRHBE;Sem Categoria;HELICOPTERO;EUROCOPTER FRANCE;AS 355 N;AS55;TURBOEIXO;BIMOTOR;2600;2600;6;1993;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;PAIRADO;TAXI AEREO;SUBSTANCIAL;0
60949;PTUKT;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1998;BRASIL;BRASIL;AVIAO;MULTIPLA;FORA DE AERODROMO;FORMOSA;MANOBRA;AGRICOLA;SUBSTANCIAL;0
60947;PRSRM;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-25-235;PA25;PISTAO;MONOMOTOR;1315;1315;1;1965;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
50434;PPLRA;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1978;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;INSTRUCAO;NENHUM;0
50433;PPEOW;ADMINISTRACAO DIRETA;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1999;BRASIL;BRASIL;HELICOPTERO;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;POLICIAL;LEVE;0
50431;PTBXF;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;150E;C150;PISTAO;MONOMOTOR;726;726;2;1965;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;INSTRUCAO;NENHUM;0
60924;PTPAC;Sem Categoria;AVIAO;RAYTHEON AIRCRAFT;C90A;BE9L;TURBOELICE;BIMOTOR;4581;4581;8;1999;BRASIL;BRASIL;AVIAO;PARTICULAR;MARIO PEREIRA LOPES;SOROCABA;CORRIDA APOS POUSO;PRIVADA;SUBSTANCIAL;0
50399;N6038P;PARTICULAR;AVIAO;CESSNA AIRCRAFT;182T;Nao Informado;PISTAO;MONOMOTOR;0;0;0;2006;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;PRIVADA;NENHUM;0
50390;PPITY;TAXI AEREO;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;1996;BRASIL;BRASIL;AVIAO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;TAXI AEREO;NENHUM;0
50389;PRBAB;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;Nao Informado;PISTAO;MONOMOTOR;1633;1633;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;NENHUM;0
50388;PRDOM;PARTICULAR;HELICOPTERO;BELL HELICOPTER;407;B407;TURBOEIXO;MONOMOTOR;2268;2268;7;2010;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
50384;PRAQD;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
50384;PRAYK;REGULAR;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
50383;PPSTF;INSTRUCAO;AVIAO;CESSNA AIRCRAFT;172N;C172;PISTAO;MONOMOTOR;1043;1043;4;1977;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUCAO;NENHUM;0
50382;PPPTR;REGULAR;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;22500;22500;73;2010;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
50381;PRFTZ;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;SR22;PISTAO;MONOMOTOR;1542;1542;4;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;PRIVADA;NENHUM;0
50380;PTLKN;PARTICULAR;AVIAO;BEECH AIRCRAFT;F33A;BE33;PISTAO;MONOMOTOR;1542;1542;5;1985;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;PRIVADA;NENHUM;0
60917;PTXPI;REGULAR;AVIAO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;0;0;BRASIL;BRASIL;AVIAO;REGULAR;CATARATAS;ANTONIO CARLOS JOBIM / GALEAO;DECOLAGEM;REGULAR;SUBSTANCIAL;0
50378;PPFMA;PARTICULAR;AVIAO;CESSNA AIRCRAFT;650;C650;JATO;BIMOTOR;9530;9530;10;1986;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TAXI;PRIVADA;NENHUM;0
60894;PPJMC;Sem Categoria;AVIAO;CIRRUS DESIGN;SR22;SR22;PISTAO;MONOMOTOR;1542;1542;5;2012;BRASIL;BRASIL;AVIAO;PARTICULAR;PINTO MARTINS;JEOVA GOMES;POUSO;PRIVADA;SUBSTANCIAL;0
50376;PRSEO;TAXI AEREO;HELICOPTERO;AGUSTA;AW139;A139;TURBOEIXO;BIMOTOR;6800;6800;14;2009;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TAXI AEREO;LEVE;0
50375;CCCXD;REGULAR;AVIAO;BOEING COMPANY;767-316ER;B763;JATO;BIMOTOR;0;0;0;2008;CHILE;CHILE;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
50374;PTMVV;REGULAR;AVIAO;AIRBUS INDUSTRIE;A330-223;A332;JATO;BIMOTOR;233000;233000;240;2011;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
50373;PUSMN;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;AA-155 Q.L. II;ULAC;PISTAO;MONOMOTOR;500;500;2;2009;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;EXPERIMENTAL;NENHUM;0
60892;PPJBL;Sem Categoria;AVIAO;BEECH AIRCRAFT;C90;BE9L;TURBOELICE;BIMOTOR;4377;4377;8;1979;BRASIL;BRASIL;AVIAO;PARTICULAR;SENADOR PETRÔNIO PORTELLA;CANGAPARA;POUSO;PRIVADA;SUBSTANCIAL;0
50371;PRONQ;REGULAR;AVIAO;AIRBUS INDUSTRIE;A318-121;A318;JATO;BIMOTOR;63000;63000;129;2008;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
50354;PUAED;EXPERIMENTAL;ULTRALEVE;FABRICACAO PROPRIA;EXPERIMENT;ULAC;PISTAO;MONOMOTOR;0;0;0;0;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;DESTRUIDA;2
50353;PUTDE;EXPERIMENTAL;ULTRALEVE;TRIKE ICAROS LTDA;ADVENTURE;ULAC;PISTAO;MONOMOTOR;420;420;2;2008;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;SUBSTANCIAL;0
50352;PUMED;EXPERIMENTAL;ULTRALEVE;FLYER INDUSTRIA AERONAUTICA LTDA;RV-6A;ULAC;PISTAO;MONOMOTOR;641;641;2;2007;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;1
50349;PUTBH;EXPERIMENTAL;ULTRALEVE;FABRICANTE DESCONHECIDO;ADVENTURE;ULAC;PISTAO;MONOMOTOR;420;420;2;2005;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;EXPERIMENTAL;SUBSTANCIAL;2
60883;PTVCC;Sem Categoria;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2011;BRASIL;BRASIL;AVIAO;PARTICULAR;AERODROMO DE PARAGOMINAS;FORA DE AERODROMO;POUSO;AGRICOLA;SUBSTANCIAL;0
60881;PTGYD;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1982;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRICOLA;SUBSTANCIAL;0
60862;PTAHE;Sem Categoria;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2014;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRICOLA;SUBSTANCIAL;0
60859;PTUQJ;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2004;BRASIL;BRASIL;AVIAO;MULTIPLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRICOLA;SUBSTANCIAL;0
60845;PTUCU;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1987;BRASIL;BRASIL;AVIAO;AGRICOLA;FAZENDA SAO JOAO;FAZENDA SAO JOAO;VOO A BAIXA ALTURA;AGRICOLA;SUBSTANCIAL;0
60844;PRGDV;Sem Categoria;AVIAO;CIRRUS DESIGN;SR22;SR22;PISTAO;MONOMOTOR;1542;1542;4;2004;BRASIL;BRASIL;AVIAO;PARTICULAR;CAMPO DE MARTE;AMERICANA;POUSO;PRIVADA;SUBSTANCIAL;0
60817;PTEYU;Sem Categoria;AVIAO;EMBRAER;EMB-810C;PA34;PISTAO;BIMOTOR;2073;2073;7;1979;BRASIL;BRASIL;AVIAO;PARTICULAR;MANUEL URBANO;SANTA ROSA DO PURUS;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
60800;PPLMM;Sem Categoria;AVIAO;HAWKER BEECHCRAFT;C90GTI;BE9L;TURBOELICE;BIMOTOR;4581;4581;8;2008;BRASIL;BRASIL;AVIAO;PARTICULAR;CAMPO DE MARTE;PARATI;ARREMETIDA NO AR;PRIVADA;SUBSTANCIAL;2
50337;PRMXM;Sem Categoria;HELICOPTERO;ROBINSON HELICOPTER;R66;R66;TURBOEIXO;MONOMOTOR;1225;1225;5;2012;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;JACAREPAGUA;HOTEL PORTOBELLO;CRUZEIRO;PRIVADA;DESTRUIDA;1
60790;PTGII;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTAO;MONOMOTOR;1800;1800;1;0;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
60785;PTVXD;Sem Categoria;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2012;BRASIL;BRASIL;AVIAO;PARTICULAR;FAZENDA FUTURA;FAZENDA FUTURA;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
60768;PTZPH;EXPERIMENTAL;AVIAO;FABRICANTE DESCONHECIDO;EXPLORER;ZZZZ;PISTAO;MONOMOTOR;1200;1200;0;0;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;SANTA MARIA;SANTA MARIA;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
60767;PRNAS;Sem Categoria;AVIAO;CESSNA AIRCRAFT;A188B;C188;PISTAO;MONOMOTOR;1814;1814;1;1973;BRASIL;BRASIL;AVIAO;AGRICOLA;CARLOS RUHL;CARLOS RUHL;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
60756;PTWZA;Sem Categoria;AVIAO;EMBRAER;EMB-820C NAVAJO;PA31;PISTAO;BIMOTOR;3175;3175;10;1976;BRASIL;BRASIL;AVIAO;PARTICULAR;JACAREPAGUA;AERODROMO ESTADUAL DE CAMPINAS / AMARAIS;CRUZEIRO;PRIVADA;SUBSTANCIAL;0
60752;PTDZA;Sem Categoria;AVIAO;CESSNA AIRCRAFT;A188A;C188;PISTAO;MONOMOTOR;1497;1497;1;1971;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRICOLA;SUBSTANCIAL;0
60735;PRDAT;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-25-235;PA25;PISTAO;MONOMOTOR;1315;1315;1;1964;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRICOLA;SUBSTANCIAL;0
60734;PTULK;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1998;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;MANOBRA;AGRICOLA;SUBSTANCIAL;1
50321;PRYCJ;Sem Categoria;HELICOPTERO;MD HELICOPTERS;600N;MD60;TURBOEIXO;MONOMOTOR;1860;1860;7;2007;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;FAZENDA VERA PAZ;MUNDICO COELHO;CRUZEIRO;TAXI AEREO;DESTRUIDA;0
50320;PTHZQ;Sem Categoria;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1996;BRASIL;BRASIL;HELICOPTERO;MULTIPLA;BAHIA - JORGE AMADO;BAHIA - JORGE AMADO;PAIRADO;NAO REGULAR;SUBSTANCIAL;0
60721;PTVYJ;Sem Categoria;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2013;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;AGRICOLA;SUBSTANCIAL;0
50318;PTHLU;Sem Categoria;HELICOPTERO;HELIBRAS;HB-350B;AS50;TURBOEIXO;MONOMOTOR;1950;1950;6;1982;BRASIL;BRASIL;HELICOPTERO;INSTRUCAO;EFAI;CARLOS PRATES;MANOBRA;INSTRUCAO;SUBSTANCIAL;0
60713;PTOQV;Sem Categoria;AVIAO;CHINCUL SACAIFI;PA-25-260;PA25;PISTAO;MONOMOTOR;1315;1315;1;1992;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
60693;PPLIG;Sem Categoria;AVIAO;SOCATA;TBM700N;TBM7;TURBOELICE;MONOMOTOR;3354;3354;0;2015;BRASIL;BRASIL;AVIAO;PARTICULAR;HERCILIO LUZ;JI-PARANA;SAIDA IFR;PRIVADA;SUBSTANCIAL;2
50314;PRGPM;Sem Categoria;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2006;BRASIL;BRASIL;HELICOPTERO;ADMINISTRACAO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMACAO FINAL;POLICIAL;SUBSTANCIAL;0
60692;PTUTQ;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2005;BRASIL;BRASIL;AVIAO;AGRICOLA;PEDERNEIRAS;FORA DE AERODROMO;CRUZEIRO;AGRICOLA;SUBSTANCIAL;0
50292;PTYLN;Sem Categoria;HELICOPTERO;ROBINSON HELICOPTER;R22 BETA;R22;PISTAO;MONOMOTOR;621;621;2;1995;BRASIL;BRASIL;HELICOPTERO;INSTRUCAO;LAURO CARNEIRO DE LOYOLA;FORA DE AERODROMO;MANOBRA;INSTRUCAO;SUBSTANCIAL;0
60691;PRARS;Sem Categoria;AVIAO;CESSNA AIRCRAFT;525A;C25A;JATO;BIMOTOR;5670;5670;10;2008;BRASIL;BRASIL;AVIAO;PARTICULAR;Comandante Rolim Adolfo Amaro;BRIGADEIRO LYSIAS RODRIGUES;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
50276;PTIZQ;INSTRUCAO;AVIAO;PIPER AIRCRAFT;PA-28-140;P28A;PISTAO;MONOMOTOR;975;975;2;1973;BRASIL;BRASIL;AVIAO;INSTRUCAO;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO;INSTRUCAO;NENHUM;0
60689;PRJLA;Sem Categoria;AVIAO;CESSNA AIRCRAFT;T188C;C188;PISTAO;MONOMOTOR;1996;1996;1;1979;BRASIL;BRASIL;AVIAO;AGRICOLA;CASA BRANCA;CASA BRANCA;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
50273;PRDSF;PARTICULAR;HELICOPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTAO;MONOMOTOR;1134;1134;4;2006;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRAFEGO;PRIVADA;LEVE;0
50271;PPNIV;PARTICULAR;AVIAO;EMBRAER;EMB-500;E50P;JATO;BIMOTOR;4750;4750;7;2011;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;NENHUM;0
50260;PRCHT;TAXI AEREO;HELICOPTERO;SIKORSKY AIRCRAFT;S-92A;S92;TURBOEIXO;BIMOTOR;12020;12020;22;2009;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;TAXI AEREO;NENHUM;0
50259;PPPJP;REGULAR;AVIAO;EMBRAER;ERJ 190-100 LR;E190;JATO;BIMOTOR;50300;50300;113;2011;BRASIL;BRASIL;AVIAO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;REGULAR;NENHUM;0
50258;PRLAE;PARTICULAR;AVIAO;CIRRUS DESIGN;SR22;SR22;PISTAO;MONOMOTOR;1542;1542;4;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;PRIVADA;NENHUM;0
60686;PTWFX;Sem Categoria;AVIAO;AIR TRACTOR;AT-401B;AT3P;PISTAO;MONOMOTOR;2722;2722;1;1995;BRASIL;BRASIL;AVIAO;AGRICOLA;14 BIS;FAZENDA VISTA BONITA;DECOLAGEM;AGRICOLA;SUBSTANCIAL;6
60669;PPCTD;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-25-235;PA25;PISTAO;MONOMOTOR;1315;1315;1;1965;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;AGRICOLA;SUBSTANCIAL;0
60668;PPSID;Sem Categoria;AVIAO;MOONEY AIRCRAFT;M20B;M20P;PISTAO;MONOMOTOR;1111;1111;4;1961;BRASIL;BRASIL;AVIAO;PARTICULAR;GOVERNADOR JOSE RICHA;SILVIO NAME JUNIOR;CORRIDA APOS POUSO;PRIVADA;SUBSTANCIAL;0
60665;PTAOU;Sem Categoria;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;0;0;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
60660;PTAQS;Sem Categoria;AVIAO;EMBRAER;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2014;BRASIL;BRASIL;AVIAO;AGRICOLA;NOSSA SENHORA DO LORETO;FORA DE AERODROMO;CORRIDA APOS POUSO;AGRICOLA;SUBSTANCIAL;0
60653;PTKJI;Sem Categoria;AVIAO;CESSNA AIRCRAFT;210L;C210;PISTAO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIAO;PARTICULAR;FAZENDA ESPIRITO SANTO;BELEM/BRIGADEIRO PROTASIO DE OLIVEIRA;CORRIDA APOS POUSO;PRIVADA;SUBSTANCIAL;0
60651;PTVVU;Sem Categoria;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2012;BRASIL;BRASIL;AVIAO;AGRICOLA;FAZENDA SAO SEBASTIAO;FAZENDA SAO SEBASTIAO;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
60649;ZPBIL;Sem Categoria;AVIAO;BEECH AIRCRAFT;B36TC;BE36;PISTAO;MONOMOTOR;1746;1746;0;1997;PARAGUAI;PARAGUAI;AVIAO;Nao Informado;COSTA ESMERALDA;MINISTRO VICTOR KONDER;DECOLAGEM;PRIVADA;SUBSTANCIAL;0
60645;PRTJE;Sem Categoria;AVIAO;LAVIASA;PA-25-260;PA25;PISTAO;MONOMOTOR;1315;1315;1;2012;BRASIL;BRASIL;AVIAO;AGRICOLA;FAZENDA VASSOURAL;FAZENDA VASSOURAL;ESPECIALIZADA;AGRICOLA;SUBSTANCIAL;0
50240;PTUHX;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-202;IPAN;PISTAO;MONOMOTOR;1800;1800;1;1993;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;AGRICOLA;NENHUM;1
