codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
81465;PRGUB;Sem Categoria;AVIAO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;193;2010;BRASIL;BRASIL;AVIAO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;CONGONHAS;DECOLAGEM;REGULAR;LEVE;0
81459;PTRSR;Sem Categoria;AVIAO;EMBRAER;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;6;1983;BRASIL;BRASIL;AVIAO;PARTICULAR;CAMPO GRANDE;COXIM;TAXI;PRIVADA;LEVE;0
80922;PTTNY;Sem Categoria;AVIAO;CESSNA AIRCRAFT;150M;C150;PISTAO;MONOMOTOR;726;726;2;1975;BRASIL;BRASIL;AVIAO;INSTRUCAO;ITANHAEM;POUSO ALEGRE;CRUZEIRO;INSTRUCAO;NENHUM;0
80921;Sem Matricula;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;PARTICULAR;NAO IDENTIFICADO;NAO IDENTIFICADO;VOO A BAIXA ALTURA;PRIVADA;SUBSTANCIAL;1
80920;PUSPX;Sem Categoria;ULTRALEVE;SAVIO PEDROTTI;CONQUEST 180;ULAC;PISTAO;MONOMOTOR;750;750;2;2010;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;NAO IDENTIFICADO;NAO IDENTIFICADO;CIRCUITO DE TRAFEGO;EXPERIMENTAL;SUBSTANCIAL;0
81457;PREFH;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-46-500TP;P46T;TURBOELICE;MONOMOTOR;2310;2310;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;SAO FELIX DO ARAGUAIA;PRIMAVERA DO LESTE;TAXI;PRIVADA;LEVE;0
80918;PRZSL;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;Nao Informado;EXPERIMENTAL;NAO IDENTIFICADO;NAO IDENTIFICADO;DECOLAGEM;EXPERIMENTAL;LEVE;0
80917;PSJVA;Sem Categoria;AVIAO;BEECH AIRCRAFT;58;BE58;PISTAO;BIMOTOR;2449;2449;6;1977;BRASIL;BRASIL;AVIAO;PARTICULAR;SANTA GENOVEVA/GOIANIA;SANTA GENOVEVA/GOIANIA;POUSO;PRIVADA;NENHUM;0
81437;PRAXU;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;TURBOEIXO;BIMOTOR;52290;52290;125;2013;BRASIL;BRASIL;AVIAO;REGULAR;SANTOS DUMONT;VIRACOPOS;SUBIDA;REGULAR;LEVE;0
80915;PRTGT;Sem Categoria;AVIAO;BEECH AIRCRAFT;B300;B350;TURBOELICE;BIMOTOR;6804;6804;11;2004;BRASIL;BRASIL;AVIAO;PARTICULAR;SANTA GENOVEVA/GOIANIA;PIRES DO RIO;TAXI;PRIVADA;NENHUM;0
80914;PUZCQ;Sem Categoria;ULTRALEVE;ANTONIO CELSO QUEIROZ BORBOREMA;RV-9A;ULAC;PISTAO;MONOMOTOR;750;750;2;2009;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;SAO SEBASTIAO DO PARAISO;GURUPI;CRUZEIRO;EXPERIMENTAL;NENHUM;0
81420;PTJTK;Sem Categoria;AVIAO;CESSNA AIRCRAFT;172M;C172;PISTAO;MONOMOTOR;1043;1043;4;1974;BRASIL;BRASIL;AVIAO;MULTIPLA;JOAO MONTEIRO;JOAO MONTEIRO;ESTACIONAMENTO;PRIVADA;LEVE;0
81411;PRAGM;Sem Categoria;AVIAO;PILATUS;PC-12/45;PC12;TURBOELICE;MONOMOTOR;4500;4500;10;2005;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;JOAO CORREA DA ROCHA;VAL DE CANS / JULIO CEZAR RIBEIRO;POUSO;INSTRUCAO;LEVE;0
80911;PRXFR;Sem Categoria;Desconhecida;CESSNA AIRCRAFT;401;C402;Nao Informado;SEM TRACAO;2858;2858;0;0;BRASIL;BRASIL;Nao Informado;PARTICULAR;CATARATAS;SERAFIN ENOSS BERTASO;POUSO;PRIVADA;NENHUM;0
80911;PSTAH;Sem Categoria;AVIAO;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;SERAFIN ENOSS BERTASO;HERCILIO LUZ;DECOLAGEM;POLICIAL;NENHUM;0
80910;PRHCT;Sem Categoria;HELICOPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2012;BRASIL;BRASIL;HELICOPTERO;ADMINISTRACAO INDIRETA;FORA DE AERODROMO;FORA DE AERODROMO;ARREMETIDA NO AR;POLICIAL;LEVE;0
81409;PPWLL;Sem Categoria;AVIAO;HAWKER BEECHCRAFT;C90GT;BE9L;Nao Informado;BIMOTOR;4763;4763;0;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;SOROCABA;ESTADUAL DARIO GUARITA;CRUZEIRO;PRIVADA;LEVE;0
80907;PRJOI;Sem Categoria;AVIAO;CESSNA AIRCRAFT;206H;C206;PISTAO;MONOMOTOR;1633;1633;6;2000;BRASIL;BRASIL;AVIAO;TAXI AEREO;VAL DE CANS / JULIO CEZAR RIBEIRO;JOAO CORREA DA ROCHA;CORRIDA APOS POUSO;TAXI AEREO;NENHUM;0
80906;PRAKC;Sem Categoria;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;77;2015;BRASIL;BRASIL;AVIAO;REGULAR;ZUMBI DOS PALMARES;GUARARAPES - GILBERTO FREYRE;APROXIMACAO FINAL;REGULAR;NENHUM;0
80905;PRAYJ;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIAO;REGULAR;VIRACOPOS;VAL DE CANS / JULIO CEZAR RIBEIRO;DESCIDA;REGULAR;NENHUM;0
81392;PPNUN;Sem Categoria;AVIAO;BEECH AIRCRAFT;V35;BE35;PISTAO;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;PARA DE MINAS;CAMPO DE MARTE;APROXIMACAO FINAL;PRIVADA;LEVE;0
80903;PUBPH;Sem Categoria;ULTRALEVE;FABRICANTE DESCONHECIDO;CONQUEST 180;ULAC;PISTAO;MONOMOTOR;750;750;2;2009;BRASIL;BRASIL;ULTRALEVE;PARTICULAR;MOCELIN II;SILVIO NAME JUNIOR;CRUZEIRO;PRIVADA;LEVE;0
80902;PTDIQ;Sem Categoria;AVIAO;BEECH AIRCRAFT;B90;BE9L;TURBOELICE;BIMOTOR;4377;4377;6;1968;BRASIL;BRASIL;AVIAO;TAXI AEREO;CONGONHAS;CAMPO GRANDE;CRUZEIRO;TAXI AEREO;NENHUM;0
80900;PRYRF;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;0;BRASIL;BRASIL;AVIAO;REGULAR;MARECHAL CUNHA MACHADO;TANCREDO NEVES;CRUZEIRO;REGULAR;NENHUM;0
80899;PPJMA;Sem Categoria;HELICOPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8;2010;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;HELICIDADE;AERODROMO FAZENDA ACF;CRUZEIRO;PRIVADA;DESTRUIDA;2
81382;PTRQI;Sem Categoria;AVIAO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;7;1982;BRASIL;BRASIL;AVIAO;PARTICULAR;SANTA GENOVEVA/GOIANIA;CAMPO GRANDE;CORRIDA APOS POUSO;PRIVADA;LEVE;0
80897;PUTIS;Sem Categoria;ULTRALEVE;FABRICANTE DESCONHECIDO;P92 ECHO;ULAC;PISTAO;MONOMOTOR;550;550;2;2002;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;Clube CEu;Clube CEu;POUSO;INSTRUCAO;LEVE;0
80896;PRAYI;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIAO;REGULAR;SANTOS DUMONT;CONGONHAS;PROCEDIMENTO DE APROXIMACAO IFR;REGULAR;NENHUM;0
81376;PSVAC;Sem Categoria;AVIAO;CIRRUS DESIGN;SR22;Nao Informado;PISTAO;SEM TRACAO;1633;1633;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;CARATINGA;CRUZEIRO;PRIVADA;LEVE;0
81374;PSOIG;Sem Categoria;AVIAO;TEXTRON AVIATION;560XL;C56X;JATO;BIMOTOR;9072;9072;9;1998;BRASIL;BRASIL;AVIAO;PARTICULAR;SENADOR PETRÔNIO PORTELLA;Comandante Rolim Adolfo Amaro;CRUZEIRO;PRIVADA;LEVE;0
81373;PRBCC;Sem Categoria;AVIAO;LEARJET;45 (LEARJET 40);LJ40;JATO;BIMOTOR;9525;9525;0;0;BRASIL;BRASIL;AVIAO;TAXI AEREO;SALGADO FILHO;Comandante Rolim Adolfo Amaro;CORRIDA APOS POUSO;TAXI AEREO;LEVE;0
81363;PRYYI;Sem Categoria;AVIAO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;0;2017;BRASIL;BRASIL;AVIAO;REGULAR;VAL DE CANS / JULIO CEZAR RIBEIRO;GUARARAPES - GILBERTO FREYRE;SUBIDA;REGULAR;LEVE;0
80887;CCCOH;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-223;A320;Nao Informado;SEM TRACAO;77000;77000;0;0;CHILE;CHILE;AVIAO;REGULAR;ANTONIO CARLOS JOBIM / GALEAO;AEROPORTO INTERNACIONAL DE SANTIAGO;TAXI;REGULAR;NENHUM;0
81362;PRMON;Sem Categoria;AVIAO;CESSNA AIRCRAFT;525B;C25B;JATO;BIMOTOR;6291;6291;10;2009;BRASIL;BRASIL;AVIAO;PARTICULAR;BACACHERI;CONGONHAS;TAXI;PRIVADA;LEVE;0
81358;PRFLR;Sem Categoria;AVIAO;AIR TRACTOR;AT-402B;AT3T;TURBOELICE;MONOMOTOR;3175;3175;1;2007;BRASIL;BRASIL;AVIAO;AGRICOLA;AREA DE POUSO PARA USO AEROAGRICOLA;AREA DE POUSO PARA USO AEROAGRICOLA;VOO A BAIXA ALTURA;ESPECIALIZADA;LEVE;0
81335;PRVVZ;Sem Categoria;AVIAO;CIRRUS DESIGN;SR22;SR22;PISTAO;MONOMOTOR;1542;1542;4;2006;BRASIL;BRASIL;AVIAO;PARTICULAR;Fazenda ItAlia;FAZENDA CANGAIA;APROXIMACAO FINAL;PRIVADA;LEVE;0
80883;PRYYI;Sem Categoria;AVIAO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;0;2017;BRASIL;BRASIL;AVIAO;REGULAR;MAESTRO WILSON FONSECA;VAL DE CANS / JULIO CEZAR RIBEIRO;APROXIMACAO FINAL;REGULAR;NENHUM;0
80882;PPGCJ;Sem Categoria;AVIAO;AERO BOERO;AB-180;AB18;PISTAO;MONOMOTOR;844;844;2;1991;BRASIL;BRASIL;AVIAO;INSTRUCAO;BAURU;BAURU;DECOLAGEM;PRIVADA;NENHUM;0
81325;PTWAD;Sem Categoria;AVIAO;AYRES CORPORATION;S-2R;SS2P;PISTAO;MONOMOTOR;2722;2722;1;1994;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;AGRICOLA;LEVE;0
80881;PRVJO;Sem Categoria;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;758;758;2;1978;BRASIL;BRASIL;AVIAO;INSTRUCAO;SILVIO NAME JUNIOR;SILVIO NAME JUNIOR;CRUZEIRO;INSTRUCAO;NENHUM;0
81318;PPPFR;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-46-500TP;Nao Informado;PISTAO;SEM TRACAO;2310;2310;0;0;BRASIL;BRASIL;AVIAO;PARTICULAR;GOVERNADOR JOSE RICHA;ADALBERTO MENDES DA SILVA;CORRIDA APOS POUSO;PRIVADA;LEVE;0
80878;PRAQA;Sem Categoria;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIAO;REGULAR;VIRACOPOS;LAURO CARNEIRO DE LOYOLA;CORRIDA APOS POUSO;REGULAR;NENHUM;0
80877;PRYYL;Sem Categoria;AVIAO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;0;2016;BRASIL;BRASIL;AVIAO;REGULAR;PINTO MARTINS;GUARARAPES - GILBERTO FREYRE;CORRIDA APOS POUSO;REGULAR;NENHUM;0
81316;PTVYR;Sem Categoria;AVIAO;EMBRAER;EMB-202A;IPAN;PISTAO;MONOMOTOR;1800;1800;1;2012;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;VOO A BAIXA ALTURA;ESPECIALIZADA;LEVE;0
81311;PPGQA;Sem Categoria;AVIAO;AERO BOERO;AB-115;AB11;PISTAO;MONOMOTOR;770;770;2;1993;BRASIL;BRASIL;AVIAO;PARTICULAR;CANELA;CANELA;DECOLAGEM;INSTRUCAO;LEVE;0
81310;PTWQR;Sem Categoria;AVIAO;CESSNA AIRCRAFT;A188B;C188;PISTAO;MONOMOTOR;1905;1905;1;1974;BRASIL;BRASIL;AVIAO;AGRICOLA;AREA DE POUSO PARA USO AEROAGRICOLA;AREA DE POUSO PARA USO AEROAGRICOLA;VOO A BAIXA ALTURA;AGRICOLA;LEVE;0
80873;PSVIC;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-31T1;PAY1;TURBOELICE;BIMOTOR;3946;3946;7;1981;BRASIL;BRASIL;AVIAO;PARTICULAR;PILOTO OSVALDO MARQUES DIAS;EDUARDO GOMES;CORRIDA APOS POUSO;PRIVADA;NENHUM;0
80872;PRTTO;Sem Categoria;AVIAO;BOEING COMPANY;727-2M7;B722;JATO;TRIMOTOR;92124;92124;3;1976;BRASIL;BRASIL;AVIAO;REGULAR;ANTONIO CARLOS JOBIM / GALEAO;EURICO DE AGUIAR SALLES;DECOLAGEM;REGULAR;NENHUM;0
80871;PREGD;Sem Categoria;HELICOPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTAO;MONOMOTOR;1134;1134;4;2007;BRASIL;BRASIL;HELICOPTERO;Nao Informado;NAO IDENTIFICADO;NAO IDENTIFICADO;INDETERMINADA;Nao Informado;DESTRUIDA;1
80870;PRNLH;Sem Categoria;AVIAO;CESSNA AIRCRAFT;182N;C182;PISTAO;MONOMOTOR;1338;1338;4;1970;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;ESTANCIA SANTA MARIA;ESTANCIA SANTA MARIA;POUSO;POLICIAL;NENHUM;0
80870;PTIJX;Sem Categoria;AVIAO;BEECH AIRCRAFT;G33;BE33;PISTAO;MONOMOTOR;1497;1497;5;1972;BRASIL;BRASIL;AVIAO;PARTICULAR;ESTANCIA SANTA MARIA;AGROPECUARIA CEU ABERTO LTDA;DECOLAGEM;PRIVADA;NENHUM;0
81293;PPFHN;Sem Categoria;AVIAO;AERO BOERO;AB-115;AB11;PISTAO;MONOMOTOR;770;770;2;1988;BRASIL;BRASIL;AVIAO;PARTICULAR;BACACHERI;BACACHERI;CORRIDA APOS POUSO;INSTRUCAO;LEVE;0
80866;PRAQA;Sem Categoria;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOELICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIAO;REGULAR;TANCREDO NEVES;GUANAMBI;DECOLAGEM;REGULAR;NENHUM;0
81292;PPFLR;Sem Categoria;AVIAO;AERO BOERO;AB-180;AB18;PISTAO;MONOMOTOR;844;844;2;1990;BRASIL;BRASIL;AVIAO;PARTICULAR;BELEM NOVO;BELEM NOVO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
80863;PRJAQ;Sem Categoria;AVIAO;CESSNA AIRCRAFT;750;C750;JATO;BIMOTOR;16194;16194;10;1998;BRASIL;BRASIL;AVIAO;PARTICULAR;FAZENDA PORTOBELLO;PRESIDENTE JUSCELINO KUBITSCHEK;PROCEDIMENTO DE APROXIMACAO IFR;PRIVADA;NENHUM;0
80862;PRGGE;Sem Categoria;AVIAO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2008;BRASIL;BRASIL;AVIAO;REGULAR;SALGADO FILHO;CONGONHAS;APROXIMACAO FINAL;REGULAR;NENHUM;0
80862;PRMBW;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2008;BRASIL;BRASIL;AVIAO;REGULAR;CONGONHAS;PROFESSOR ERIBERTO MANOEL REINO;DECOLAGEM;REGULAR;NENHUM;0
80861;PROHK;Sem Categoria;HELICOPTERO;SIKORSKY AIRCRAFT;S-92A;S92;Nao Informado;Nao Informado;12020;12020;0;0;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;SAO TOME;PETROBRAS P53;CRUZEIRO;TAXI AEREO;LEVE;0
80860;PRBLF;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;Nao Informado;INSTRUCAO;BARROCO LOPES;BARROCO LOPES;CRUZEIRO;INSTRUCAO;LEVE;0
81288;PTVJH;Sem Categoria;AVIAO;EMBRAER;EMB-810D;PA34;PISTAO;BIMOTOR;2155;2155;6;1989;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;CAMPO DE MARTE;SANTA GENOVEVA/GOIANIA;POUSO;NAO REGULAR;LEVE;0
80857;PSLNL;Sem Categoria;AVIAO;LEARJET;45;LJ45;Nao Informado;BIMOTOR;9752;9752;0;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;ARAGUAINA;SANTOS DUMONT;APROXIMACAO FINAL;PRIVADA;NENHUM;0
80856;PTHQU;Sem Categoria;HELICOPTERO;BELL HELICOPTER;206B;B06;TURBOEIXO;MONOMOTOR;1451;1451;5;1982;BRASIL;BRASIL;HELICOPTERO;TAXI AEREO;NAO IDENTIFICADO;NAO IDENTIFICADO;INDETERMINADA;PRIVADA;SUBSTANCIAL;2
81287;PTORG;Sem Categoria;AVIAO;BEECH AIRCRAFT;C90A;BE9L;TURBOELICE;BIMOTOR;4481;4481;7;1992;BRASIL;BRASIL;AVIAO;TAXI AEREO;RONDONOPOLIS;PRESIDENTE JUSCELINO KUBITSCHEK;TAXI;TAXI AEREO;LEVE;0
80853;PRYRS;Sem Categoria;AVIAO;AIRBUS S.A.S.;A320-253N;A20N;JATO;BIMOTOR;77000;77000;0;2018;BRASIL;BRASIL;AVIAO;REGULAR;MARECHAL RONDON;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;SUBIDA;REGULAR;NENHUM;0
80852;PRAXA;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIAO;REGULAR;CATARATAS;SALGADO FILHO;SUBIDA;REGULAR;NENHUM;0
80851;FAB3601;Sem Categoria;AVIAO;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;SEM TRACAO;0;0;0;0;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;SENADOR NILO COELHO;SENADOR NILO COELHO;APROXIMACAO FINAL;ESPECIALIZADA;NENHUM;0
80851;PRAYL;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 LR;E195;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIAO;REGULAR;SENADOR NILO COELHO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
81284;PREGG;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-46-500TP;P46T;TURBOELICE;MONOMOTOR;2310;2310;5;2013;BRASIL;BRASIL;AVIAO;PARTICULAR;ASSOCIACAO TOCANTINENSE DE AVIACAO;AGRICOLA RIO GALHAO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
81282;PRDVG;Sem Categoria;AVIAO;CIRRUS DESIGN;SR22;SR22;PISTAO;MONOMOTOR;1542;1542;4;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;Fazenda Jucurutu do Formoso;TENENTE-CORONEL AVIADOR CESAR BOMBONATO;CORRIDA APOS POUSO;PRIVADA;LEVE;0
80848;Sem Matricula;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;Nao Informado;FORA DE AERODROMO;NAO IDENTIFICADO;CRUZEIRO;Nao Informado;Nao Informado;0
81281;PTCHZ;Sem Categoria;AVIAO;BEECH AIRCRAFT;P35;BE35;PISTAO;MONOMOTOR;1417;1417;6;1963;BRASIL;BRASIL;AVIAO;PARTICULAR;FAZENDA PARNAIBA;PRESIDENTE VENCESLAU;CRUZEIRO;PRIVADA;LEVE;0
80844;PRPIN;Sem Categoria;HELICOPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;3000;3000;7;2009;BRASIL;BRASIL;HELICOPTERO;PARTICULAR;SANTUARIO NACIONAL DE NOSSA SENHORA DA CONCEICAO APARECIDA;AERODROMO ESTADUAL DE CAMPINAS / AMARAIS;ESTACIONAMENTO;PRIVADA;LEVE;0
81267;PSBOA;Sem Categoria;AVIAO;BEECH AIRRAFT;B200;Nao Informado;TURBOELICE;SEM TRACAO;5670;5670;0;0;BRASIL;BRASIL;AVIAO;ADMINISTRACAO DIRETA;CAPITAO JOAO BUSSE;BACACHERI;DECOLAGEM;POLICIAL;LEVE;0
80842;PPMDK;Sem Categoria;AVIAO;SEAMAX AIRCRAFT LTDA;SEAMAX M-22;SMAX;TURBOELICE;MONOMOTOR;600;600;2;2022;BRASIL;BRASIL;AVIAO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;PRIVADA;NENHUM;0
80841;PRLKA;Sem Categoria;AVIAO;CESSNA AIRCRAFT;A188B;C188;PISTAO;MONOMOTOR;1498;1498;1;1975;BRASIL;BRASIL;AVIAO;AGRICOLA;NAO IDENTIFICADO;NAO IDENTIFICADO;MANOBRA;ESPECIALIZADA;NENHUM;0
80840;PRYRX;Sem Categoria;AVIAO;AIRBUS S.A.S.;A320-251N;A320;JATO;BIMOTOR;77000;77000;0;2018;BRASIL;BRASIL;AVIAO;REGULAR;VIRACOPOS;EDUARDO GOMES;APROXIMACAO FINAL;REGULAR;NENHUM;0
81259;PPOSP;Sem Categoria;AVIAO;CESSNA AIRCRAFT;208B;C208;TURBOELICE;MONOMOTOR;3969;3969;11;2010;BRASIL;BRASIL;AVIAO;TAXI AEREO;MARECHAL RONDON;JUINA;CORRIDA APOS POUSO;REGULAR;LEVE;0
81258;PSFAA;Sem Categoria;AVIAO;AIR TRACTOR;AT-402B;Nao Informado;TURBOELICE;SEM TRACAO;3175;3175;0;0;BRASIL;BRASIL;AVIAO;AGRICOLA;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;AGRICOLA;LEVE;0
81256;PRKLG;Sem Categoria;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;757;757;2;1982;BRASIL;BRASIL;AVIAO;INSTRUCAO;CAMPO DE MARTE;CAMPO DE MARTE;DECOLAGEM;PRIVADA;LEVE;0
81254;PTCRI;Sem Categoria;AVIAO;CESSNA AIRCRAFT;150F;C150;PISTAO;MONOMOTOR;726;726;2;1966;BRASIL;BRASIL;AVIAO;INSTRUCAO;Comandante Rolim Adolfo Amaro;MUNICIPAL DE SAO JOAO DA BOA VISTA;DECOLAGEM;PRIVADA;LEVE;0
80835;Sem Matricula;Sem Categoria;Desconhecida;FABRICANTE DESCONHECIDO;MODELO DESCONHECIDO;Nao Informado;Nao Informado;Nao Informado;0;0;0;0;BRASIL;BRASIL;Nao Informado;NAO REGULAR;FORA DE AERODROMO;NAO IDENTIFICADO;Nao Informado;NAO REGULAR;Nao Informado;0
81241;PPBBZ;Sem Categoria;AVIAO;AIR TRACTOR, INC;AT-502B;AT5T;TURBOELICE;MONOMOTOR;3629;3629;1;2016;BRASIL;BRASIL;AVIAO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APOS POUSO;AGRICOLA;LEVE;0
80833;PRAYY;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIAO;REGULAR;EDUARDO GOMES;MAESTRO WILSON FONSECA;SUBIDA;REGULAR;NENHUM;0
80832;PRAJZ;Sem Categoria;Desconhecida;BOEING COMPANY;737-48E;B734;JATO;BIMOTOR;65090;65090;0;0;BRASIL;BRASIL;Nao Informado;REGULAR;EDUARDO GOMES;VIRACOPOS;SUBIDA;REGULAR;NENHUM;0
80831;PRAUF;Sem Categoria;AVIAO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;0;BRASIL;BRASIL;AVIAO;REGULAR;TANCREDO NEVES;GOVERNADOR ANDRE FRANCO MONTORO;SUBIDA;REGULAR;NENHUM;0
80830;PRJAN;Sem Categoria;AVIAO;PIPER AIRCRAFT;PA-34-220T;PA34;PISTAO;BIMOTOR;2155;2155;6;2007;BRASIL;BRASIL;AVIAO;PARTICULAR;ARIQUEMES;GOVERNADOR JORGE TEIXEIRA DE OLIVEIRA;CRUZEIRO;PRIVADA;NENHUM;0
80829;PRYSB;Sem Categoria;AVIAO;AIRBUS INDUSTRIE;A320-251N;A20N;JATO;Nao Informado;77000;77000;0;2019;BRASIL;BRASIL;AVIAO;REGULAR;SALGADO FILHO;GUARARAPES - GILBERTO FREYRE;APROXIMACAO FINAL;REGULAR;NENHUM;0
80828;PRAKI;Sem Categoria;AVIAO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT76;Nao Informado;SEM TRACAO;23000;23000;0;2016;BRASIL;BRASIL;AVIAO;REGULAR;TENENTE-CORONEL AVIADOR CESAR BOMBONATO;ESTADUAL DARIO GUARITA;SUBIDA;REGULAR;NENHUM;0
80827;PPBBC;Sem Categoria;AVIAO;CESSNA AIRCRAFT;152;C152;PISTAO;MONOMOTOR;753;753;2;1980;BRASIL;BRASIL;AVIAO;PARTICULAR;COMANDANTE ANTONIO AMILTON BERALDO;COMANDANTE ANTONIO AMILTON BERALDO;ARREMETIDA NO AR;INSTRUCAO;NENHUM;0
